name	id	component_based	item_version	component_nbt_bytes
minecraft:exposed_copper_bars	-1067	false	NONE	3
minecraft:purpur_slab	-884	false	NONE	3
minecraft:purple_dye	403	false	NONE	3
minecraft:snout_armor_trim_smithing_template	703	false	NONE	3
minecraft:andesite_double_slab	-920	false	NONE	3
minecraft:orange_wool	-557	false	NONE	3
minecraft:cyan_dye	404	false	NONE	3
minecraft:sulfur_brick_double_slab	-1104	false	NONE	3
minecraft:blaze_rod	426	false	NONE	3
minecraft:music_disc_13	544	true	NONE	3
minecraft:oak_planks	5	false	NONE	3
minecraft:sticky_piston_arm_collision	-217	false	NONE	3
minecraft:pale_oak_leaves	-1007	false	NONE	3
minecraft:light_gray_dye	405	false	NONE	3
minecraft:rabbit_spawn_egg	463	false	NONE	3
minecraft:quartz_double_slab	-882	false	NONE	3
minecraft:gray_dye	406	false	NONE	3
minecraft:element_41	-52	false	NONE	3
minecraft:piglin_brute_spawn_egg	504	false	NONE	3
minecraft:pink_dye	407	false	NONE	3
minecraft:lime_dye	408	false	NONE	3
minecraft:blast_furnace	-196	false	NONE	3
minecraft:light_block_0	-215	false	NONE	3
minecraft:yellow_dye	409	false	NONE	3
minecraft:turtle_egg	-159	false	NONE	3
minecraft:light_blue_dye	410	false	NONE	3
minecraft:dirt_with_roots	-318	false	NONE	3
minecraft:mangrove_door	646	false	NONE	3
minecraft:waxed_copper_bulb	-780	false	NONE	3
minecraft:cyan_stained_glass	-681	false	NONE	3
minecraft:birch_leaves	-801	false	NONE	3
minecraft:orange_dye	412	false	NONE	3
minecraft:blue_stained_glass_pane	-653	false	NONE	3
minecraft:stained_glass	826	false	NONE	3
minecraft:birch_slab	-805	false	NONE	3
minecraft:bed	421	false	NONE	3
minecraft:item.flower_pot	140	false	NONE	3
minecraft:waxed_exposed_chiseled_copper	-765	false	NONE	3
minecraft:bone_meal	414	false	NONE	3
minecraft:ink_sac	416	false	NONE	3
minecraft:compound_creator	238	false	NONE	3
minecraft:turtle_helmet	583	false	NONE	3
minecraft:element_40	-51	false	NONE	3
minecraft:purple_stained_glass	-682	false	NONE	3
minecraft:oak_slab	158	false	NONE	3
minecraft:sugar	419	false	NONE	3
minecraft:acacia_hanging_sign	-504	false	NONE	3
minecraft:element_91	-102	false	NONE	3
minecraft:cake	420	true	NONE	3
minecraft:creeper_spawn_egg	445	false	NONE	3
minecraft:name_tag	558	false	NONE	3
minecraft:orange_concrete_powder	-709	false	NONE	3
minecraft:blue_candle	-424	false	NONE	3
minecraft:beacon	138	false	NONE	3
minecraft:repeater	422	true	NONE	3
minecraft:netherite_chestplate	624	false	NONE	3
minecraft:double_cut_copper_slab	-368	false	NONE	3
minecraft:element_constructor	-987	false	NONE	3
minecraft:phantom_spawn_egg	491	false	NONE	3
minecraft:element_28	-39	false	NONE	3
minecraft:nether_brick_double_slab	-883	false	NONE	3
minecraft:drowned_spawn_egg	488	false	NONE	3
minecraft:polished_andesite_stairs	-174	false	NONE	3
minecraft:filled_map	423	false	NONE	3
minecraft:shears	424	false	NONE	3
minecraft:smooth_stone_double_slab	43	false	NONE	3
minecraft:ender_pearl	425	false	NONE	3
minecraft:hard_red_stained_glass	-701	false	NONE	3
minecraft:white_carpet	171	false	NONE	3
minecraft:ghast_tear	428	false	NONE	3
minecraft:fermented_spider_eye	432	false	NONE	3
minecraft:tall_dry_grass	-1029	false	NONE	3
minecraft:blaze_powder	433	false	NONE	3
minecraft:diamond_nautilus_armor	764	false	NONE	3
minecraft:light_gray_terracotta	-731	false	NONE	3
minecraft:magma_cream	434	false	NONE	3
minecraft:jigsaw	-211	false	NONE	3
minecraft:copper_nautilus_armor	761	false	NONE	3
minecraft:brewing_stand	435	true	NONE	3
minecraft:cauldron	436	true	NONE	3
minecraft:chicken_spawn_egg	439	false	NONE	3
minecraft:pig_spawn_egg	441	false	NONE	3
minecraft:brown_stained_glass_pane	-654	false	NONE	3
minecraft:mooshroom_spawn_egg	444	false	NONE	3
minecraft:andesite	-594	false	NONE	3
minecraft:fence_gate	107	false	NONE	3
minecraft:skeleton_spawn_egg	448	false	NONE	3
minecraft:bamboo_hanging_sign	-522	false	NONE	3
minecraft:rib_armor_trim_smithing_template	704	false	NONE	3
minecraft:element_106	-117	false	NONE	3
minecraft:spider_spawn_egg	450	false	NONE	3
minecraft:bleach	610	false	NONE	3
minecraft:colored_torch_rg	840	false	NONE	3
minecraft:zombie_spawn_egg	451	false	NONE	3
minecraft:hard_red_stained_glass_pane	-671	false	NONE	3
minecraft:villager_spawn_egg	453	false	NONE	3
minecraft:purple_carpet	-606	false	NONE	3
minecraft:squid_spawn_egg	454	false	NONE	3
minecraft:composter	-213	false	NONE	3
minecraft:bat_spawn_egg	457	false	NONE	3
minecraft:ghast_spawn_egg	458	false	NONE	3
minecraft:dead_bubble_coral_wall_fan	-908	false	NONE	3
minecraft:tnt_minecart	535	false	NONE	3
minecraft:element_63	-74	false	NONE	3
minecraft:chiseled_nether_bricks	-302	false	NONE	3
minecraft:magma_cube_spawn_egg	459	false	NONE	3
minecraft:mob_spawner	52	false	NONE	3
minecraft:warped_sign	629	false	NONE	3
minecraft:warped_fungus_on_a_stick	632	true	NONE	3
minecraft:cave_spider_spawn_egg	461	false	NONE	3
minecraft:soul_campfire	635	true	NONE	3
minecraft:element_89	-100	false	NONE	3
minecraft:oak_hanging_sign	-500	false	NONE	3
minecraft:guardian_spawn_egg	465	false	NONE	3
minecraft:red_nether_brick_slab	-890	false	NONE	3
minecraft:husk_spawn_egg	468	false	NONE	3
minecraft:lime_concrete_powder	-713	false	NONE	3
minecraft:chalkboard	230	false	NONE	3
minecraft:piglin_spawn_egg	502	false	NONE	3
minecraft:white_concrete	236	false	NONE	3
minecraft:weeping_vines	-231	false	NONE	3
minecraft:pink_candle_cake	-436	false	NONE	3
minecraft:wither_skeleton_spawn_egg	469	false	NONE	3
minecraft:exposed_copper_door	-785	false	NONE	3
minecraft:brewer_pottery_sherd	674	false	NONE	3
minecraft:spruce_sign	586	false	NONE	3
minecraft:donkey_spawn_egg	470	false	NONE	3
minecraft:creaking_spawn_egg	725	false	NONE	3
minecraft:stripped_spruce_wood	-820	false	NONE	3
minecraft:mule_spawn_egg	471	false	NONE	3
minecraft:spruce_slab	-804	false	NONE	3
minecraft:double_plant	812	false	NONE	3
minecraft:element_109	-120	false	NONE	3
minecraft:skeleton_horse_spawn_egg	472	false	NONE	3
minecraft:flowering_azalea	-338	false	NONE	3
minecraft:light_block_14	-942	false	NONE	3
minecraft:netherite_pickaxe	619	false	NONE	3
minecraft:pink_terracotta	-729	false	NONE	3
minecraft:jukebox	84	false	NONE	3
minecraft:zombie_horse_spawn_egg	473	false	NONE	3
minecraft:bamboo_door	-517	false	NONE	3
minecraft:bamboo_slab	-513	false	NONE	3
minecraft:npc_spawn_egg	475	false	NONE	3
minecraft:breeze_spawn_egg	506	false	NONE	3
minecraft:end_stone	121	false	NONE	3
minecraft:llama_spawn_egg	478	false	NONE	3
minecraft:pale_oak_hanging_sign	-993	false	NONE	3
minecraft:spruce_wall_sign	-182	false	NONE	3
minecraft:vex_spawn_egg	481	false	NONE	3
minecraft:spruce_sapling	-825	false	NONE	3
minecraft:zombie_villager_spawn_egg	482	false	NONE	3
minecraft:diorite_double_slab	-921	false	NONE	3
minecraft:twisting_vines	-287	false	NONE	3
minecraft:warped_trapdoor	-247	false	NONE	3
minecraft:daylight_detector_inverted	178	false	NONE	3
minecraft:warden_spawn_egg	645	false	NONE	3
minecraft:magenta_concrete	-629	false	NONE	3
minecraft:clay	82	false	NONE	3
minecraft:tropical_fish_spawn_egg	484	false	NONE	3
minecraft:standing_sign	63	false	NONE	3
minecraft:host_armor_trim_smithing_template	710	false	NONE	3
minecraft:cod_spawn_egg	485	false	NONE	3
minecraft:red_tulip	-833	false	NONE	3
minecraft:orange_concrete	-628	false	NONE	3
minecraft:pearlescent_froglight	-469	false	NONE	3
minecraft:element_20	-31	false	NONE	3
minecraft:warped_slab	-265	false	NONE	3
minecraft:salmon_spawn_egg	487	false	NONE	3
minecraft:normal_stone_double_slab	-926	false	NONE	3
minecraft:dolphin_spawn_egg	489	false	NONE	3
minecraft:yellow_carpet	-600	false	NONE	3
minecraft:turtle_spawn_egg	490	false	NONE	3
minecraft:oxidized_cut_copper_slab	-364	false	NONE	3
minecraft:cat_spawn_egg	493	false	NONE	3
minecraft:light_gray_wool	-552	false	NONE	3
minecraft:quartz	534	false	NONE	3
minecraft:cherry_fence	-532	false	NONE	3
minecraft:purpur_double_slab	-911	false	NONE	3
minecraft:fox_spawn_egg	495	false	NONE	3
minecraft:spruce_log	-569	false	NONE	3
minecraft:cobblestone_wall	139	false	NONE	3
minecraft:carrot_on_a_stick	527	false	NONE	3
minecraft:acacia_wood	-817	false	NONE	3
minecraft:wandering_trader_spawn_egg	497	false	NONE	3
minecraft:spruce_hanging_sign	-501	false	NONE	3
minecraft:hoglin_spawn_egg	501	false	NONE	3
minecraft:warped_fence_gate	-259	false	NONE	3
minecraft:plenty_pottery_sherd	686	false	NONE	3
minecraft:infested_cobblestone	-858	false	NONE	3
minecraft:magenta_concrete_powder	-710	false	NONE	3
minecraft:waxed_weathered_copper_bulb	-782	false	NONE	3
minecraft:sniffer_spawn_egg	505	false	NONE	3
minecraft:oxidized_cut_copper	-350	false	NONE	3
minecraft:goat_spawn_egg	508	false	NONE	3
minecraft:prismarine_slab	-885	false	NONE	3
minecraft:element_4	-15	false	NONE	3
minecraft:bolt_armor_trim_smithing_template	712	false	NONE	3
minecraft:element_72	-83	false	NONE	3
minecraft:ender_dragon_spawn_egg	512	false	NONE	3
minecraft:wither_spawn_egg	513	false	NONE	3
minecraft:glow_ink_sac	514	false	NONE	3
minecraft:magenta_harness	739	false	NONE	3
minecraft:blue_stained_glass	-683	false	NONE	3
minecraft:copper_ingot	515	false	NONE	3
minecraft:polished_sulfur_slab	-1098	false	NONE	3
minecraft:orange_candle_cake	-431	false	NONE	3
minecraft:copper_block	-340	false	NONE	3
minecraft:poplar_door	-1127	false	NONE	3
minecraft:cut_copper	-347	false	NONE	3
minecraft:prismarine_shard	575	false	NONE	3
minecraft:dark_oak_pressure_plate	-152	false	NONE	3
minecraft:seagrass	-130	false	NONE	3
minecraft:cut_copper_stairs	-354	false	NONE	3
minecraft:gray_cushion	777	false	NONE	3
minecraft:weathered_cut_copper_slab	-363	false	NONE	3
minecraft:double_stone_block_slab3	801	false	NONE	3
minecraft:waxed_exposed_cut_copper_slab	-366	false	NONE	3
minecraft:element_67	-78	false	NONE	3
minecraft:polished_cinnabar_slab	-1115	false	NONE	3
minecraft:jungle_trapdoor	-148	false	NONE	3
minecraft:fire_charge	520	false	NONE	3
minecraft:waxed_weathered_cut_copper_slab	-367	false	NONE	3
minecraft:infested_cracked_stone_bricks	-861	false	NONE	3
minecraft:waxed_oxidized_cut_copper_slab	-449	false	NONE	3
minecraft:polished_andesite	-595	false	NONE	3
minecraft:raw_copper	518	false	NONE	3
minecraft:pale_oak_stairs	-1000	false	NONE	3
minecraft:experience_bottle	519	false	NONE	3
minecraft:element_69	-80	false	NONE	3
minecraft:writable_book	521	false	NONE	3
minecraft:bamboo_fence_gate	-516	false	NONE	3
minecraft:copper_torch	-1082	false	NONE	3
minecraft:deepslate_brick_double_slab	-399	false	NONE	3
minecraft:emerald	523	false	NONE	3
minecraft:dark_prismarine_double_slab	-913	false	NONE	3
minecraft:copper_chain	-1074	false	NONE	3
minecraft:flower_pot	525	true	NONE	3
minecraft:empty_map	526	false	NONE	3
minecraft:crimson_nylium	-232	false	NONE	3
minecraft:firework_rocket	529	false	NONE	3
minecraft:exposed_chiseled_copper	-761	false	NONE	3
minecraft:end_stone_brick_wall	-980	false	NONE	3
minecraft:element_102	-113	false	NONE	3
minecraft:colored_torch_bp	841	false	NONE	3
minecraft:firework_star	530	false	NONE	3
minecraft:totem_of_undying	578	false	NONE	3
minecraft:enchanted_book	531	false	NONE	3
minecraft:netherbrick	533	false	NONE	3
minecraft:orange_poplar_leaves	-1144	false	NONE	3
minecraft:hopper_minecart	536	false	NONE	3
minecraft:polished_granite_slab	-897	false	NONE	3
minecraft:stripped_acacia_wood	-823	false	NONE	3
minecraft:dragon_breath	570	false	NONE	3
minecraft:cobblestone	4	false	NONE	3
minecraft:hopper	537	true	NONE	3
minecraft:rabbit_hide	539	false	NONE	3
minecraft:light_gray_harness	737	false	NONE	3
minecraft:leather_horse_armor	540	false	NONE	3
minecraft:diamond_horse_armor	543	false	NONE	3
minecraft:music_disc_blocks	546	true	NONE	3
minecraft:music_disc_far	548	true	NONE	3
minecraft:music_disc_mellohi	550	true	NONE	3
minecraft:info_update2	249	false	NONE	3
minecraft:prismarine_crystals	559	false	NONE	3
minecraft:lead	557	false	NONE	3
minecraft:acacia_sign	589	false	NONE	3
minecraft:blue_terracotta	-734	false	NONE	3
minecraft:chiseled_resin_bricks	-1020	false	NONE	3
minecraft:element_32	-43	false	NONE	3
minecraft:brush	693	false	NONE	3
minecraft:armor_stand	562	false	NONE	3
minecraft:birch_hanging_sign	-502	false	NONE	3
minecraft:phantom_membrane	584	false	NONE	3
minecraft:spruce_door	563	false	NONE	3
minecraft:birch_door	564	false	NONE	3
minecraft:yellow_harness	745	false	NONE	3
minecraft:granite_wall	-972	false	NONE	3
minecraft:turtle_scute	582	false	NONE	3
minecraft:element_42	-53	false	NONE	3
minecraft:acacia_door	566	false	NONE	3
minecraft:pale_oak_slab	-998	false	NONE	3
minecraft:netherite_leggings	625	false	NONE	3
minecraft:dark_oak_door	567	false	NONE	3
minecraft:yellow_stained_glass_pane	-646	false	NONE	3
minecraft:popped_chorus_fruit	569	false	NONE	3
minecraft:splash_potion	571	false	NONE	3
minecraft:chiseled_quartz_block	-953	false	NONE	3
minecraft:shulker_shell	576	false	NONE	3
minecraft:mossy_cobblestone_wall	-971	false	NONE	3
minecraft:light_blue_concrete	-630	false	NONE	3
minecraft:banner	577	false	NONE	3
minecraft:pale_oak_wood	-1005	false	NONE	3
minecraft:redstone_block	152	false	NONE	3
minecraft:brain_coral	-581	false	NONE	3
minecraft:bamboo_button	-511	false	NONE	3
minecraft:element_118	-129	false	NONE	3
minecraft:shaper_armor_trim_smithing_template	709	false	NONE	3
minecraft:mangrove_planks	-486	false	NONE	3
minecraft:iron_nugget	579	false	NONE	3
minecraft:birch_sign	587	false	NONE	3
minecraft:coral_fan_dead	804	false	NONE	3
minecraft:jungle_sign	588	false	NONE	3
minecraft:oak_fence	85	false	NONE	3
minecraft:dark_oak_sign	590	false	NONE	3
minecraft:cherry_shelf	-1054	false	NONE	3
minecraft:copper_axe	750	false	NONE	3
minecraft:flower_banner_pattern	591	false	NONE	3
minecraft:magenta_carpet	-598	false	NONE	3
minecraft:cracked_deepslate_tiles	-409	false	NONE	3
minecraft:white_terracotta	159	false	NONE	3
minecraft:birch_stairs	135	false	NONE	3
minecraft:element_114	-125	false	NONE	3
minecraft:frog_spawn_egg	641	false	NONE	3
minecraft:polished_diorite_stairs	-173	false	NONE	3
minecraft:mojang_banner_pattern	594	false	NONE	3
minecraft:monster_egg	822	false	NONE	3
minecraft:cherry_button	-530	false	NONE	3
minecraft:field_masoned_banner_pattern	595	false	NONE	3
minecraft:bordure_indented_banner_pattern	596	false	NONE	3
minecraft:potatoes	142	false	NONE	3
minecraft:piglin_banner_pattern	597	false	NONE	3
minecraft:poplar_chest_boat	770	false	NONE	3
minecraft:purple_candle_cake	-440	false	NONE	3
minecraft:short_grass	31	false	NONE	3
minecraft:orange_shulker_box	-613	false	NONE	3
minecraft:boat	843	false	NONE	3
minecraft:guster_banner_pattern	600	false	NONE	3
minecraft:purple_wool	-564	false	NONE	3
minecraft:stripped_warped_hyphae	-301	false	NONE	3
minecraft:birch_shelf	-1049	false	NONE	3
minecraft:mangrove_sign	647	false	NONE	3
minecraft:ominous_bottle	605	false	NONE	3
minecraft:blue_candle_cake	-441	false	NONE	3
minecraft:element_22	-33	false	NONE	3
minecraft:magma	213	false	NONE	3
minecraft:compound	608	false	NONE	3
minecraft:ice_bomb	609	false	NONE	3
minecraft:stone_brick_slab	-875	false	NONE	3
minecraft:medicine	613	false	NONE	3
minecraft:glow_stick	615	false	NONE	3
minecraft:quartz_ore	153	false	NONE	3
minecraft:netherite_shovel	618	false	NONE	3
minecraft:polished_deepslate_double_slab	-397	false	NONE	3
minecraft:eye_armor_trim_smithing_template	700	false	NONE	3
minecraft:waxed_copper_golem_statue	-1043	false	NONE	3
minecraft:chain_command_block	189	false	NONE	3
minecraft:gray_wool	-553	false	NONE	3
minecraft:light_blue_stained_glass	-675	false	NONE	3
minecraft:loom	-204	false	NONE	3
minecraft:netherite_axe	620	false	NONE	3
minecraft:netherite_hoe	621	false	NONE	3
minecraft:mossy_cobblestone_double_slab	-915	false	NONE	3
minecraft:mud	-473	false	NONE	3
minecraft:netherite_helmet	623	false	NONE	3
minecraft:netherite_scrap	627	false	NONE	3
minecraft:quartz_slab	-876	false	NONE	3
minecraft:crimson_sign	628	false	NONE	3
minecraft:concrete	824	false	NONE	3
minecraft:crimson_door	630	false	NONE	3
minecraft:sponge	19	false	NONE	3
minecraft:nether_sprouts	634	true	NONE	3
minecraft:acacia_leaves	161	false	NONE	3
minecraft:horn_coral	-584	false	NONE	3
minecraft:cartography_table	-200	false	NONE	3
minecraft:blackstone_slab	-282	false	NONE	3
minecraft:polished_blackstone_slab	-293	false	NONE	3
minecraft:cobbled_deepslate_slab	-380	false	NONE	3
minecraft:scrape_pottery_sherd	688	false	NONE	3
minecraft:polished_deepslate_slab	-384	false	NONE	3
minecraft:deepslate_tile_slab	-388	false	NONE	3
minecraft:amethyst_shard	637	false	NONE	3
minecraft:howl_pottery_sherd	683	false	NONE	3
minecraft:birch_chest_boat	652	false	NONE	3
minecraft:element_33	-44	false	NONE	3
minecraft:music_disc_otherside	639	true	NONE	3
minecraft:smooth_red_sandstone_stairs	-176	false	NONE	3
minecraft:magenta_candle	-415	false	NONE	3
minecraft:goat_horn	640	false	NONE	3
minecraft:frog_spawn	-468	false	NONE	3
minecraft:waxed_weathered_double_cut_copper_slab	-374	false	NONE	3
minecraft:allay_spawn_egg	644	false	NONE	3
minecraft:mangrove_slab	-489	false	NONE	3
minecraft:mangrove_propagule	-474	false	NONE	3
minecraft:mangrove_roots	-482	false	NONE	3
minecraft:muddy_mangrove_roots	-483	false	NONE	3
minecraft:green_glazed_terracotta	233	false	NONE	3
minecraft:music_disc_5	649	true	NONE	3
minecraft:jungle_standing_sign	-188	false	NONE	3
minecraft:disc_fragment_5	650	false	NONE	3
minecraft:jungle_chest_boat	653	false	NONE	3
minecraft:candle_cake	-429	false	NONE	3
minecraft:pink_glazed_terracotta	226	false	NONE	3
minecraft:mossy_stone_brick_slab	-166	false	NONE	3
minecraft:blue_concrete	-638	false	NONE	3
minecraft:creaking_heart	-1012	false	NONE	3
minecraft:spruce_chest_boat	654	false	NONE	3
minecraft:spire_armor_trim_smithing_template	705	false	NONE	3
minecraft:acacia_chest_boat	655	false	NONE	3
minecraft:white_concrete_powder	237	false	NONE	3
minecraft:dark_oak_chest_boat	656	false	NONE	3
minecraft:pale_oak_trapdoor	-1002	false	NONE	3
minecraft:sculk_shrieker	-461	false	NONE	3
minecraft:recovery_compass	659	false	NONE	3
minecraft:info_update	248	false	NONE	3
minecraft:mangrove_chest_boat	657	false	NONE	3
minecraft:tripwire_hook	131	false	NONE	3
minecraft:chest_boat	658	false	NONE	3
minecraft:echo_shard	660	false	NONE	3
minecraft:birch_trapdoor	-146	false	NONE	3
minecraft:trader_llama_spawn_egg	661	false	NONE	3
minecraft:smooth_quartz	-955	false	NONE	3
minecraft:sculk	-458	false	NONE	3
minecraft:waxed_exposed_copper_chest	-1036	false	NONE	3
minecraft:cherry_boat	662	false	NONE	3
minecraft:lit_furnace	62	false	NONE	3
minecraft:cherry_door	-531	false	NONE	3
minecraft:cherry_sapling	-547	false	NONE	3
minecraft:cherry_hanging_sign	-534	false	NONE	3
minecraft:cherry_slab	-539	false	NONE	3
minecraft:bamboo_mosaic_slab	-524	false	NONE	3
minecraft:bamboo_raft	666	false	NONE	3
minecraft:bamboo_chest_raft	667	false	NONE	3
minecraft:crimson_shelf	-1057	false	NONE	3
minecraft:quartz_stairs	156	false	NONE	3
minecraft:explorer_pottery_sherd	677	false	NONE	3
minecraft:jungle_hanging_sign	-503	false	NONE	3
minecraft:dark_oak_hanging_sign	-505	false	NONE	3
minecraft:polished_tuff	-748	false	NONE	3
minecraft:crimson_hanging_sign	-506	false	NONE	3
minecraft:brown_candle	-425	false	NONE	3
minecraft:warped_hanging_sign	-507	false	NONE	3
minecraft:archer_pottery_sherd	671	false	NONE	3
minecraft:stone_brick_double_slab	-881	false	NONE	3
minecraft:waxed_oxidized_copper	-446	false	NONE	3
minecraft:double_stone_block_slab	799	false	NONE	3
minecraft:blade_pottery_sherd	673	false	NONE	3
minecraft:danger_pottery_sherd	676	false	NONE	3
minecraft:friend_pottery_sherd	679	false	NONE	3
minecraft:flow_pottery_sherd	678	false	NONE	3
minecraft:guster_pottery_sherd	680	false	NONE	3
minecraft:heart_pottery_sherd	681	false	NONE	3
minecraft:pink_shulker_box	-618	false	NONE	3
minecraft:sheaf_pottery_sherd	689	false	NONE	3
minecraft:fire_coral_block	-851	false	NONE	3
minecraft:ladder	65	false	NONE	3
minecraft:unlit_redstone_torch	75	false	NONE	3
minecraft:shelter_pottery_sherd	690	false	NONE	3
minecraft:brick_double_slab	-880	false	NONE	3
minecraft:sentry_armor_trim_smithing_template	695	false	NONE	3
minecraft:ward_armor_trim_smithing_template	699	false	NONE	3
minecraft:bamboo_block	-527	false	NONE	3
minecraft:tide_armor_trim_smithing_template	702	false	NONE	3
minecraft:red_stained_glass_pane	-656	false	NONE	3
minecraft:wayfinder_armor_trim_smithing_template	707	false	NONE	3
minecraft:red_carpet	-610	false	NONE	3
minecraft:poplar_wall_sign	-1140	false	NONE	3
minecraft:wither_skeleton_skull	-965	false	NONE	3
minecraft:music_disc_relic	713	true	NONE	3
minecraft:stone	1	false	NONE	3
minecraft:weathered_copper_golem_statue	-1041	false	NONE	3
minecraft:wool	789	false	NONE	3
minecraft:red_nether_brick_wall	-983	false	NONE	3
minecraft:light_block_10	-938	false	NONE	3
minecraft:diorite	-592	false	NONE	3
minecraft:green_stained_glass_pane	-655	false	NONE	3
minecraft:element_11	-22	false	NONE	3
minecraft:coarse_dirt	-962	false	NONE	3
minecraft:cobblestone_double_slab	-879	false	NONE	3
minecraft:zombie_head	-966	false	NONE	3
minecraft:yellow_shulker_box	-616	false	NONE	3
minecraft:player_head	-967	false	NONE	3
minecraft:cut_sandstone	-945	false	NONE	3
minecraft:creeper_head	-968	false	NONE	3
minecraft:dragon_head	-969	false	NONE	3
minecraft:orange_stained_glass	-673	false	NONE	3
minecraft:skull	716	false	NONE	3
minecraft:red_sand	-949	false	NONE	3
minecraft:dark_oak_planks	-743	false	NONE	3
minecraft:cracked_polished_blackstone_bricks	-280	false	NONE	3
minecraft:orange_terracotta	-724	false	NONE	3
minecraft:polished_cinnabar_stairs	-1117	false	NONE	3
minecraft:copper_nugget	756	false	NONE	3
minecraft:waxed_oxidized_copper_lantern	-1090	false	NONE	3
minecraft:lime_terracotta	-728	false	NONE	3
minecraft:gray_terracotta	-730	false	NONE	3
minecraft:copper_horse_armor	757	false	NONE	3
minecraft:element_36	-47	false	NONE	3
minecraft:brown_cushion	775	false	NONE	3
minecraft:cyan_terracotta	-732	false	NONE	3
minecraft:smooth_red_sandstone_double_slab	-918	false	NONE	3
minecraft:purple_terracotta	-733	false	NONE	3
minecraft:green_terracotta	-736	false	NONE	3
minecraft:red_terracotta	-737	false	NONE	3
minecraft:black_terracotta	-738	false	NONE	3
minecraft:fletching_table	-201	false	NONE	3
minecraft:stained_hardened_clay	718	false	NONE	3
minecraft:armadillo_scute	720	false	NONE	3
minecraft:brown_carpet	-608	false	NONE	3
minecraft:polished_blackstone_bricks	-274	false	NONE	3
minecraft:element_100	-111	false	NONE	3
minecraft:armadillo_spawn_egg	719	false	NONE	3
minecraft:wolf_armor	721	true	NONE	3
minecraft:waxed_oxidized_cut_copper	-447	false	NONE	3
minecraft:polished_tuff_slab	-749	false	NONE	3
minecraft:light_blue_wool	-562	false	NONE	3
minecraft:tuff_brick_slab	-755	false	NONE	3
minecraft:oxidized_chiseled_copper	-763	false	NONE	3
minecraft:birch_planks	-740	false	NONE	3
minecraft:mossy_stone_brick_wall	-978	false	NONE	3
minecraft:oxidized_copper_door	-787	false	NONE	3
minecraft:warped_nylium	-233	false	NONE	3
minecraft:waxed_copper_door	-788	false	NONE	3
minecraft:stone_block_slab4	798	false	NONE	3
minecraft:waxed_exposed_copper_door	-789	false	NONE	3
minecraft:waterlily	111	false	NONE	3
minecraft:pale_oak_boat	722	false	NONE	3
minecraft:pale_oak_door	-990	false	NONE	3
minecraft:green_carpet	-609	false	NONE	3
minecraft:normal_stone_stairs	-180	false	NONE	3
minecraft:resin_brick_slab	-1014	false	NONE	3
minecraft:double_stone_block_slab2	800	false	NONE	3
minecraft:resin_clump	-1022	false	NONE	3
minecraft:blue_egg	727	false	NONE	3
minecraft:conduit	-157	false	NONE	3
minecraft:brown_egg	728	false	NONE	3
minecraft:black_harness	730	false	NONE	3
minecraft:blue_harness	731	false	NONE	3
minecraft:brown_harness	732	false	NONE	3
minecraft:brown_mushroom_block	99	false	NONE	3
minecraft:element_103	-114	false	NONE	3
minecraft:enchanting_table	116	false	NONE	3
minecraft:cyan_harness	733	false	NONE	3
minecraft:acacia_fence	-575	false	NONE	3
minecraft:gray_harness	734	false	NONE	3
minecraft:cut_red_sandstone	-957	false	NONE	3
minecraft:light_blue_harness	736	false	NONE	3
minecraft:bubble_coral_block	-850	false	NONE	3
minecraft:lime_harness	738	false	NONE	3
minecraft:light_gray_stained_glass	-680	false	NONE	3
minecraft:orange_harness	740	false	NONE	3
minecraft:light_blue_candle	-416	false	NONE	3
minecraft:pink_harness	741	false	NONE	3
minecraft:basalt	-234	false	NONE	3
minecraft:purple_harness	742	false	NONE	3
minecraft:red_harness	743	false	NONE	3
minecraft:dark_oak_fence_gate	186	false	NONE	3
minecraft:white_harness	744	false	NONE	3
minecraft:shroomlight	-230	false	NONE	3
minecraft:copper_golem_spawn_egg	746	false	NONE	3
minecraft:copper_shovel	748	false	NONE	3
minecraft:trip_wire	132	false	NONE	3
minecraft:copper_pickaxe	749	false	NONE	3
minecraft:cave_vines_body_with_berries	-375	false	NONE	3
minecraft:sandstone_stairs	128	false	NONE	3
minecraft:copper_hoe	751	false	NONE	3
minecraft:brick_slab	-874	false	NONE	3
minecraft:dead_horn_coral_fan	-847	false	NONE	3
minecraft:black_wool	-554	false	NONE	3
minecraft:brown_shulker_box	-624	false	NONE	3
minecraft:spruce_standing_sign	-181	false	NONE	3
minecraft:copper_chestplate	753	false	NONE	3
minecraft:sticky_piston	29	false	NONE	3
minecraft:waxed_oxidized_copper_grate	-775	false	NONE	3
minecraft:tnt	46	false	NONE	3
minecraft:copper_leggings	754	false	NONE	3
minecraft:double_stone_block_slab4	802	false	NONE	3
minecraft:copper_boots	755	false	NONE	3
minecraft:prismarine_brick_double_slab	-914	false	NONE	3
minecraft:element_24	-35	false	NONE	3
minecraft:nautilus_spawn_egg	758	false	NONE	3
minecraft:zombie_nautilus_spawn_egg	759	false	NONE	3
minecraft:barrier	-161	false	NONE	3
minecraft:frosted_ice	207	false	NONE	3
minecraft:parched_spawn_egg	760	false	NONE	3
minecraft:iron_nautilus_armor	762	false	NONE	3
minecraft:acacia_double_slab	-812	false	NONE	3
minecraft:golden_nautilus_armor	763	false	NONE	3
minecraft:hard_black_stained_glass_pane	-672	false	NONE	3
